Initial Setup: num_clients=1, num_sigma_values=[5, 10, 15, 20], kappa_join_values=[0.3, 0.5, 0.8], N_r_values=[10, 20, 30]
num_sigma:15, kappa_join:0.3, N_r:10, f1_score:0.015966029723991505, precission:0.008050012845765179, recall:0.9591836734693877
num_sigma:10, kappa_join:0.8, N_r:10, f1_score:0.018704469383736953, precission:0.009443339960238568, recall:0.9693877551020408
num_sigma:10, kappa_join:0.5, N_r:10, f1_score:0.07652173913043478, precission:0.03996366939146231, recall:0.8979591836734694
num_sigma:15, kappa_join:0.3, N_r:20, f1_score:0.07804878048780489, precission:0.04079740380157627, recall:0.8979591836734694
num_sigma:10, kappa_join:0.3, N_r:10, f1_score:0.059582919563058584, precission:0.030790283954840916, recall:0.9183673469387755
num_sigma:10, kappa_join:0.8, N_r:20, f1_score:0.09601873536299767, precission:0.05093167701863354, recall:0.8367346938775511
num_sigma:10, kappa_join:0.5, N_r:20, f1_score:0.09071729957805907, precission:0.047830923248053395, recall:0.8775510204081632
num_sigma:15, kappa_join:0.5, N_r:10, f1_score:0.017948233515964484, precission:0.009057971014492754, recall:0.9693877551020408
num_sigma:10, kappa_join:0.3, N_r:20, f1_score:0.05021897810218978, precission:0.025849113315299068, recall:0.8775510204081632
num_sigma:10, kappa_join:0.8, N_r:30, f1_score:0.06368460955269144, precission:0.03307086614173228, recall:0.8571428571428571
num_sigma:15, kappa_join:0.8, N_r:10, f1_score:0.01959353830119854, precission:0.009897862482889333, recall:0.9591836734693877
num_sigma:10, kappa_join:0.5, N_r:30, f1_score:0.04438709677419355, precission:0.022769393698702674, recall:0.8775510204081632
num_sigma:5, kappa_join:0.3, N_r:30, f1_score:0.03208556149732621, precission:0.016338028169014085, recall:0.8877551020408163
num_sigma:10, kappa_join:0.3, N_r:30, f1_score:0.024314390726604466, precission:0.012327981651376147, recall:0.8775510204081632
num_sigma:5, kappa_join:0.5, N_r:10, f1_score:0.02644119907763259, precission:0.013422818791946308, recall:0.8775510204081632
num_sigma:5, kappa_join:0.8, N_r:30, f1_score:0.03132877205617573, precission:0.01594574780058651, recall:0.8877551020408163
num_sigma:5, kappa_join:0.5, N_r:30, f1_score:0.03132877205617573, precission:0.01594574780058651, recall:0.8877551020408163
num_sigma:15, kappa_join:0.5, N_r:20, f1_score:0.02221149203283438, precission:0.011238700219887612, recall:0.9387755102040817
num_sigma:5, kappa_join:0.5, N_r:20, f1_score:0.03235403495723317, precission:0.016477272727272726, recall:0.8877551020408163
num_sigma:5, kappa_join:0.3, N_r:10, f1_score:0.026925485284909203, precission:0.013672496025437202, recall:0.8775510204081632
num_sigma:5, kappa_join:0.3, N_r:20, f1_score:0.03238414293690676, precission:0.016492890995260665, recall:0.8877551020408163
num_sigma:5, kappa_join:0.8, N_r:10, f1_score:0.026588344411810173, precission:0.013498665829540103, recall:0.8775510204081632
num_sigma:5, kappa_join:0.8, N_r:20, f1_score:0.03235403495723317, precission:0.016477272727272726, recall:0.8877551020408163
num_sigma:15, kappa_join:0.3, N_r:30, f1_score:0.07258064516129033, precission:0.037783375314861464, recall:0.9183673469387755
num_sigma:15, kappa_join:0.5, N_r:30, f1_score:0.0818014705882353, precission:0.04282964388835419, recall:0.9081632653061225
num_sigma:15, kappa_join:0.8, N_r:20, f1_score:0.02561307901907357, precission:0.012979839823253245, recall:0.9591836734693877
num_sigma:20, kappa_join:0.3, N_r:10, f1_score:0.015374861309240765, precission:0.0077476038338658145, recall:0.9897959183673469
num_sigma:20, kappa_join:0.5, N_r:10, f1_score:0.016526109549365363, precission:0.008332617472725712, recall:0.9897959183673469
num_sigma:20, kappa_join:0.8, N_r:10, f1_score:0.017192484934420417, precission:0.008671553727874128, recall:0.9897959183673469
num_sigma:20, kappa_join:0.3, N_r:20, f1_score:0.02290748898678414, precission:0.01159678858162355, recall:0.9285714285714286
num_sigma:15, kappa_join:0.8, N_r:30, f1_score:0.053475935828877004, precission:0.027539779681762546, recall:0.9183673469387755
num_sigma:20, kappa_join:0.5, N_r:20, f1_score:0.013825220112057047, precission:0.006962257237083181, recall:0.9693877551020408
num_sigma:20, kappa_join:0.8, N_r:20, f1_score:0.01278380717757507, precission:0.006433885128342604, recall:0.9795918367346939
num_sigma:20, kappa_join:0.3, N_r:30, f1_score:0.08532249873031997, precission:0.04489577765900588, recall:0.8571428571428571
num_sigma:20, kappa_join:0.5, N_r:30, f1_score:0.020727673649393603, precission:0.010477039679001338, recall:0.9591836734693877
num_sigma:20, kappa_join:0.8, N_r:30, f1_score:0.015415495784825371, precission:0.007768875940762321, recall:0.9795918367346939
Round 1: Metrics: {'accuracy': 0.9828833257259225, 'precision': 0.0721951219512195, 'recall': 0.7551020408163265, 'f1_score': 0.13178984861976847}, ROC AUC: 0.9502393106933263
Round 4: Metrics: {'accuracy': 0.9671359853937713, 'precision': 0.04652351738241309, 'recall': 0.9285714285714286, 'f1_score': 0.08860759493670886}, ROC AUC: 0.9498773658309695

Round 5: Metrics: {'accuracy': 0.9927671078964924, 'precision': 0.17827868852459017, 'recall': 0.8877551020408163, 'f1_score': 0.29692832764505117}, ROC AUC: 0.954354840909352

Round 1: Metrics: {'accuracy': 0.9196306309469471, 'precision': 0.01951951951951952, 'recall': 0.9285714285714286, 'f1_score': 0.03823529411764706}, ROC AUC: 0.9886383049280489

Round 1: Metrics: {'accuracy': 0.9196306309469471, 'precision': 0.01951951951951952, 'recall': 0.9285714285714286, 'f1_score': 0.03823529411764706}, ROC AUC: 0.9886383049280489

Round 2: Metrics: {'accuracy': 0.9461219760542116, 'precision': 0.029160063391442156, 'recall': 0.9387755102040817, 'f1_score': 0.056563172456194286}, ROC AUC: 0.9916350720085445

Round 1: Metrics: {'accuracy': 0.9196306309469471, 'precision': 0.01951951951951952, 'recall': 0.9285714285714286, 'f1_score': 0.03823529411764706}, ROC AUC: 0.9886383049280489

Round 2: Metrics: {'accuracy': 0.9461219760542116, 'precision': 0.029160063391442156, 'recall': 0.9387755102040817, 'f1_score': 0.056563172456194286}, ROC AUC: 0.9916350720085445

Round 3: Metrics: {'accuracy': 0.9689968751097223, 'precision': 0.048701298701298704, 'recall': 0.9183673469387755, 'f1_score': 0.09249743062692704}, ROC AUC: 0.9867992410104165

Round 1: Metrics: {'accuracy': 0.9196306309469471, 'precision': 0.01951951951951952, 'recall': 0.9285714285714286, 'f1_score': 0.03823529411764706}, ROC AUC: 0.9886383049280489

Round 2: Metrics: {'accuracy': 0.9461219760542116, 'precision': 0.029160063391442156, 'recall': 0.9387755102040817, 'f1_score': 0.056563172456194286}, ROC AUC: 0.9916350720085445

Round 3: Metrics: {'accuracy': 0.9689968751097223, 'precision': 0.048701298701298704, 'recall': 0.9183673469387755, 'f1_score': 0.09249743062692704}, ROC AUC: 0.9867992410104165

Round 4: Metrics: {'accuracy': 0.970050208911204, 'precision': 0.04983202687569989, 'recall': 0.9081632653061225, 'f1_score': 0.09447983014861996}, ROC AUC: 0.984284738093324

Round 1: Metrics: {'accuracy': 0.9196306309469471, 'precision': 0.01951951951951952, 'recall': 0.9285714285714286, 'f1_score': 0.03823529411764706}, ROC AUC: 0.9886383049280489

Round 2: Metrics: {'accuracy': 0.9461219760542116, 'precision': 0.029160063391442156, 'recall': 0.9387755102040817, 'f1_score': 0.056563172456194286}, ROC AUC: 0.9916350720085445

Round 3: Metrics: {'accuracy': 0.9689968751097223, 'precision': 0.048701298701298704, 'recall': 0.9183673469387755, 'f1_score': 0.09249743062692704}, ROC AUC: 0.9867992410104165

Round 4: Metrics: {'accuracy': 0.970050208911204, 'precision': 0.04983202687569989, 'recall': 0.9081632653061225, 'f1_score': 0.09447983014861996}, ROC AUC: 0.984284738093324

Round 5: Metrics: {'accuracy': 0.9592710930093746, 'precision': 0.037853577371048254, 'recall': 0.9285714285714286, 'f1_score': 0.0727418065547562}, ROC AUC: 0.9801723482020833

Round 1: Metrics: {'accuracy': 0.9901513289561462, 'precision': 0.13078149920255183, 'recall': 0.8367346938775511, 'f1_score': 0.22620689655172416}, ROC AUC: 0.9207649400503026

Round 1: Metrics: {'accuracy': 0.9901513289561462, 'precision': 0.13078149920255183, 'recall': 0.8367346938775511, 'f1_score': 0.22620689655172416}, ROC AUC: 0.9207649400503026

Round 2: Metrics: {'accuracy': 0.9868508830448369, 'precision': 0.10353227771010962, 'recall': 0.8673469387755102, 'f1_score': 0.18498367791077258}, ROC AUC: 0.9230535190300093

Round 1: Metrics: {'accuracy': 0.9901513289561462, 'precision': 0.13078149920255183, 'recall': 0.8367346938775511, 'f1_score': 0.22620689655172416}, ROC AUC: 0.9207649400503026

Round 2: Metrics: {'accuracy': 0.9868508830448369, 'precision': 0.10353227771010962, 'recall': 0.8673469387755102, 'f1_score': 0.18498367791077258}, ROC AUC: 0.9230535190300093

Round 3: Metrics: {'accuracy': 0.990642884730171, 'precision': 0.14049586776859505, 'recall': 0.8673469387755102, 'f1_score': 0.24182076813655762}, ROC AUC: 0.9224260821379762

Round 1: Metrics: {'accuracy': 0.9901513289561462, 'precision': 0.13078149920255183, 'recall': 0.8367346938775511, 'f1_score': 0.22620689655172416}, ROC AUC: 0.9207649400503026

Round 2: Metrics: {'accuracy': 0.9868508830448369, 'precision': 0.10353227771010962, 'recall': 0.8673469387755102, 'f1_score': 0.18498367791077258}, ROC AUC: 0.9230535190300093

Round 3: Metrics: {'accuracy': 0.990642884730171, 'precision': 0.14049586776859505, 'recall': 0.8673469387755102, 'f1_score': 0.24182076813655762}, ROC AUC: 0.9224260821379762

Round 4: Metrics: {'accuracy': 0.9952248867666164, 'precision': 0.24561403508771928, 'recall': 0.8571428571428571, 'f1_score': 0.38181818181818183}, ROC AUC: 0.933426011794701

Round 1: Metrics: {'accuracy': 0.9901513289561462, 'precision': 0.13078149920255183, 'recall': 0.8367346938775511, 'f1_score': 0.22620689655172416}, ROC AUC: 0.9207649400503026

Round 2: Metrics: {'accuracy': 0.9868508830448369, 'precision': 0.10353227771010962, 'recall': 0.8673469387755102, 'f1_score': 0.18498367791077258}, ROC AUC: 0.9230535190300093

Round 3: Metrics: {'accuracy': 0.990642884730171, 'precision': 0.14049586776859505, 'recall': 0.8673469387755102, 'f1_score': 0.24182076813655762}, ROC AUC: 0.9224260821379762

Round 4: Metrics: {'accuracy': 0.9952248867666164, 'precision': 0.24561403508771928, 'recall': 0.8571428571428571, 'f1_score': 0.38181818181818183}, ROC AUC: 0.933426011794701

Round 5: Metrics: {'accuracy': 0.9924335521926899, 'precision': 0.1702970297029703, 'recall': 0.8775510204081632, 'f1_score': 0.28524046434494194}, ROC AUC: 0.9358580587552973

Round 1: Metrics: {'accuracy': 0.9579544257575225, 'precision': 0.037081821846029824, 'recall': 0.9387755102040817, 'f1_score': 0.0713454827452501}, ROC AUC: 0.9559800038473465

Round 1: Metrics: {'accuracy': 0.9579544257575225, 'precision': 0.037081821846029824, 'recall': 0.9387755102040817, 'f1_score': 0.0713454827452501}, ROC AUC: 0.9559800038473465

Round 2: Metrics: {'accuracy': 0.9555317580141147, 'precision': 0.03512791141657121, 'recall': 0.9387755102040817, 'f1_score': 0.06772175193227825}, ROC AUC: 0.9540376681060719

Round 1: Metrics: {'accuracy': 0.9579544257575225, 'precision': 0.037081821846029824, 'recall': 0.9387755102040817, 'f1_score': 0.0713454827452501}, ROC AUC: 0.9559800038473465

Round 2: Metrics: {'accuracy': 0.9555317580141147, 'precision': 0.03512791141657121, 'recall': 0.9387755102040817, 'f1_score': 0.06772175193227825}, ROC AUC: 0.9540376681060719

Round 3: Metrics: {'accuracy': 0.9752291001018223, 'precision': 0.05910006715916723, 'recall': 0.8979591836734694, 'f1_score': 0.11090107120352866}, ROC AUC: 0.9465026830934964

Round 1: Metrics: {'accuracy': 0.9579544257575225, 'precision': 0.037081821846029824, 'recall': 0.9387755102040817, 'f1_score': 0.0713454827452501}, ROC AUC: 0.9559800038473465

Round 2: Metrics: {'accuracy': 0.9555317580141147, 'precision': 0.03512791141657121, 'recall': 0.9387755102040817, 'f1_score': 0.06772175193227825}, ROC AUC: 0.9540376681060719

Round 3: Metrics: {'accuracy': 0.9752291001018223, 'precision': 0.05910006715916723, 'recall': 0.8979591836734694, 'f1_score': 0.11090107120352866}, ROC AUC: 0.9465026830934964

Round 4: Metrics: {'accuracy': 0.9764053228468101, 'precision': 0.06311360448807854, 'recall': 0.9183673469387755, 'f1_score': 0.11811023622047244}, ROC AUC: 0.9591166499661203

Round 1: Metrics: {'accuracy': 0.9579544257575225, 'precision': 0.037081821846029824, 'recall': 0.9387755102040817, 'f1_score': 0.0713454827452501}, ROC AUC: 0.9559800038473465

Round 2: Metrics: {'accuracy': 0.9555317580141147, 'precision': 0.03512791141657121, 'recall': 0.9387755102040817, 'f1_score': 0.06772175193227825}, ROC AUC: 0.9540376681060719

Round 3: Metrics: {'accuracy': 0.9752291001018223, 'precision': 0.05910006715916723, 'recall': 0.8979591836734694, 'f1_score': 0.11090107120352866}, ROC AUC: 0.9465026830934964

Round 4: Metrics: {'accuracy': 0.9764053228468101, 'precision': 0.06311360448807854, 'recall': 0.9183673469387755, 'f1_score': 0.11811023622047244}, ROC AUC: 0.9591166499661203

Round 5: Metrics: {'accuracy': 0.9811804360801938, 'precision': 0.07652173913043478, 'recall': 0.8979591836734694, 'f1_score': 0.14102564102564102}, ROC AUC: 0.962077707067633

Round 1: Metrics: {'accuracy': 0.9685930971524876, 'precision': 0.04567436861902203, 'recall': 0.8673469387755102, 'f1_score': 0.08677896886166411}, ROC AUC: 0.9805706311083804

Round 1: Metrics: {'accuracy': 0.9685930971524876, 'precision': 0.04567436861902203, 'recall': 0.8673469387755102, 'f1_score': 0.08677896886166411}, ROC AUC: 0.9805706311083804

Round 2: Metrics: {'accuracy': 0.9835679926968857, 'precision': 0.08678500986193294, 'recall': 0.8979591836734694, 'f1_score': 0.15827338129496404}, ROC AUC: 0.9802139799363752

Round 1: Metrics: {'accuracy': 0.9685930971524876, 'precision': 0.04567436861902203, 'recall': 0.8673469387755102, 'f1_score': 0.08677896886166411}, ROC AUC: 0.9805706311083804

Round 2: Metrics: {'accuracy': 0.9835679926968857, 'precision': 0.08678500986193294, 'recall': 0.8979591836734694, 'f1_score': 0.15827338129496404}, ROC AUC: 0.9802139799363752

Round 3: Metrics: {'accuracy': 0.9875004388890839, 'precision': 0.10841836734693877, 'recall': 0.8673469387755102, 'f1_score': 0.1927437641723356}, ROC AUC: 0.9760709045858073

Round 1: Metrics: {'accuracy': 0.9685930971524876, 'precision': 0.04567436861902203, 'recall': 0.8673469387755102, 'f1_score': 0.08677896886166411}, ROC AUC: 0.9805706311083804

Round 2: Metrics: {'accuracy': 0.9835679926968857, 'precision': 0.08678500986193294, 'recall': 0.8979591836734694, 'f1_score': 0.15827338129496404}, ROC AUC: 0.9802139799363752

Round 3: Metrics: {'accuracy': 0.9875004388890839, 'precision': 0.10841836734693877, 'recall': 0.8673469387755102, 'f1_score': 0.1927437641723356}, ROC AUC: 0.9760709045858073

Round 4: Metrics: {'accuracy': 0.9816193251641445, 'precision': 0.0767172167707404, 'recall': 0.8775510204081632, 'f1_score': 0.14109926168990977}, ROC AUC: 0.9807804945275803

Round 1: Metrics: {'accuracy': 0.9685930971524876, 'precision': 0.04567436861902203, 'recall': 0.8673469387755102, 'f1_score': 0.08677896886166411}, ROC AUC: 0.9805706311083804

Round 2: Metrics: {'accuracy': 0.9835679926968857, 'precision': 0.08678500986193294, 'recall': 0.8979591836734694, 'f1_score': 0.15827338129496404}, ROC AUC: 0.9802139799363752

Round 3: Metrics: {'accuracy': 0.9875004388890839, 'precision': 0.10841836734693877, 'recall': 0.8673469387755102, 'f1_score': 0.1927437641723356}, ROC AUC: 0.9760709045858073

Round 4: Metrics: {'accuracy': 0.9816193251641445, 'precision': 0.0767172167707404, 'recall': 0.8775510204081632, 'f1_score': 0.14109926168990977}, ROC AUC: 0.9807804945275803

Round 5: Metrics: {'accuracy': 0.9572346476598435, 'precision': 0.034262948207171316, 'recall': 0.8775510204081632, 'f1_score': 0.06595092024539877}, ROC AUC: 0.9754557598222182

Round 1: Metrics: {'accuracy': 0.9785471015764896, 'precision': 0.06769230769230769, 'recall': 0.8979591836734694, 'f1_score': 0.12589413447782546}, ROC AUC: 0.9415154884407335

Round 1: Metrics: {'accuracy': 0.9785471015764896, 'precision': 0.06769230769230769, 'recall': 0.8979591836734694, 'f1_score': 0.12589413447782546}, ROC AUC: 0.9415154884407335

Round 2: Metrics: {'accuracy': 0.9753344334819705, 'precision': 0.0605245460659045, 'recall': 0.9183673469387755, 'f1_score': 0.11356466876971608}, ROC AUC: 0.9362613661812502

Round 1: Metrics: {'accuracy': 0.9785471015764896, 'precision': 0.06769230769230769, 'recall': 0.8979591836734694, 'f1_score': 0.12589413447782546}, ROC AUC: 0.9415154884407335

Round 2: Metrics: {'accuracy': 0.9753344334819705, 'precision': 0.0605245460659045, 'recall': 0.9183673469387755, 'f1_score': 0.11356466876971608}, ROC AUC: 0.9362613661812502

Round 3: Metrics: {'accuracy': 0.9769846564376251, 'precision': 0.06335493160547156, 'recall': 0.8979591836734694, 'f1_score': 0.1183591123066577}, ROC AUC: 0.92686452746546

Round 1: Metrics: {'accuracy': 0.9785471015764896, 'precision': 0.06769230769230769, 'recall': 0.8979591836734694, 'f1_score': 0.12589413447782546}, ROC AUC: 0.9415154884407335

Round 2: Metrics: {'accuracy': 0.9753344334819705, 'precision': 0.0605245460659045, 'recall': 0.9183673469387755, 'f1_score': 0.11356466876971608}, ROC AUC: 0.9362613661812502

Round 3: Metrics: {'accuracy': 0.9769846564376251, 'precision': 0.06335493160547156, 'recall': 0.8979591836734694, 'f1_score': 0.1183591123066577}, ROC AUC: 0.92686452746546

Round 4: Metrics: {'accuracy': 0.9807239914328851, 'precision': 0.07410562180579217, 'recall': 0.8877551020408163, 'f1_score': 0.13679245283018868}, ROC AUC: 0.9401837215612189

Round 1: Metrics: {'accuracy': 0.9785471015764896, 'precision': 0.06769230769230769, 'recall': 0.8979591836734694, 'f1_score': 0.12589413447782546}, ROC AUC: 0.9415154884407335

Round 2: Metrics: {'accuracy': 0.9753344334819705, 'precision': 0.0605245460659045, 'recall': 0.9183673469387755, 'f1_score': 0.11356466876971608}, ROC AUC: 0.9362613661812502

Round 3: Metrics: {'accuracy': 0.9769846564376251, 'precision': 0.06335493160547156, 'recall': 0.8979591836734694, 'f1_score': 0.1183591123066577}, ROC AUC: 0.92686452746546

Round 4: Metrics: {'accuracy': 0.9807239914328851, 'precision': 0.07410562180579217, 'recall': 0.8877551020408163, 'f1_score': 0.13679245283018868}, ROC AUC: 0.9401837215612189

Round 5: Metrics: {'accuracy': 0.9874126610722939, 'precision': 0.10872313527180784, 'recall': 0.8775510204081632, 'f1_score': 0.19347581552305962}, ROC AUC: 0.936337720935307

Round 1: Metrics: {'accuracy': 0.9937677750079, 'precision': 0.19477434679334918, 'recall': 0.8367346938775511, 'f1_score': 0.31599229287090563}, ROC AUC: 0.9357719241326243

Round 1: Metrics: {'accuracy': 0.9937677750079, 'precision': 0.19477434679334918, 'recall': 0.8367346938775511, 'f1_score': 0.31599229287090563}, ROC AUC: 0.9357719241326243

Round 2: Metrics: {'accuracy': 0.9954355535269127, 'precision': 0.2530487804878049, 'recall': 0.8469387755102041, 'f1_score': 0.38967136150234744}, ROC AUC: 0.9193848121690995

Round 1: Metrics: {'accuracy': 0.9937677750079, 'precision': 0.19477434679334918, 'recall': 0.8367346938775511, 'f1_score': 0.31599229287090563}, ROC AUC: 0.9357719241326243

Round 2: Metrics: {'accuracy': 0.9954355535269127, 'precision': 0.2530487804878049, 'recall': 0.8469387755102041, 'f1_score': 0.38967136150234744}, ROC AUC: 0.9193848121690995

Round 3: Metrics: {'accuracy': 0.9963308872581721, 'precision': 0.3010752688172043, 'recall': 0.8571428571428571, 'f1_score': 0.4456233421750663}, ROC AUC: 0.9281578926590333

Round 1: Metrics: {'accuracy': 0.9937677750079, 'precision': 0.19477434679334918, 'recall': 0.8367346938775511, 'f1_score': 0.31599229287090563}, ROC AUC: 0.9357719241326243

Round 2: Metrics: {'accuracy': 0.9954355535269127, 'precision': 0.2530487804878049, 'recall': 0.8469387755102041, 'f1_score': 0.38967136150234744}, ROC AUC: 0.9193848121690995

Round 3: Metrics: {'accuracy': 0.9963308872581721, 'precision': 0.3010752688172043, 'recall': 0.8571428571428571, 'f1_score': 0.4456233421750663}, ROC AUC: 0.9281578926590333

Round 4: Metrics: {'accuracy': 0.994979108879604, 'precision': 0.2388888888888889, 'recall': 0.8775510204081632, 'f1_score': 0.3755458515283843}, ROC AUC: 0.9324210181399515

Round 1: Metrics: {'accuracy': 0.9937677750079, 'precision': 0.19477434679334918, 'recall': 0.8367346938775511, 'f1_score': 0.31599229287090563}, ROC AUC: 0.9357719241326243

Round 2: Metrics: {'accuracy': 0.9954355535269127, 'precision': 0.2530487804878049, 'recall': 0.8469387755102041, 'f1_score': 0.38967136150234744}, ROC AUC: 0.9193848121690995

Round 3: Metrics: {'accuracy': 0.9963308872581721, 'precision': 0.3010752688172043, 'recall': 0.8571428571428571, 'f1_score': 0.4456233421750663}, ROC AUC: 0.9281578926590333

Round 4: Metrics: {'accuracy': 0.994979108879604, 'precision': 0.2388888888888889, 'recall': 0.8775510204081632, 'f1_score': 0.3755458515283843}, ROC AUC: 0.9324210181399515

Round 5: Metrics: {'accuracy': 0.9911344405041957, 'precision': 0.14974182444061962, 'recall': 0.8877551020408163, 'f1_score': 0.25625920471281294}, ROC AUC: 0.934632524577079

Round 1: Metrics: {'accuracy': 0.9893262174783188, 'precision': 0.11940298507462686, 'recall': 0.8163265306122449, 'f1_score': 0.20833333333333331}, ROC AUC: 0.9705078640910499

Round 1: Metrics: {'accuracy': 0.9893262174783188, 'precision': 0.11940298507462686, 'recall': 0.8163265306122449, 'f1_score': 0.20833333333333331}, ROC AUC: 0.9705078640910499

Round 2: Metrics: {'accuracy': 0.991309996137776, 'precision': 0.14742451154529307, 'recall': 0.8469387755102041, 'f1_score': 0.25113464447806355}, ROC AUC: 0.9645940941795963

Round 1: Metrics: {'accuracy': 0.9893262174783188, 'precision': 0.11940298507462686, 'recall': 0.8163265306122449, 'f1_score': 0.20833333333333331}, ROC AUC: 0.9705078640910499

Round 2: Metrics: {'accuracy': 0.991309996137776, 'precision': 0.14742451154529307, 'recall': 0.8469387755102041, 'f1_score': 0.25113464447806355}, ROC AUC: 0.9645940941795963

Round 3: Metrics: {'accuracy': 0.9955057757803448, 'precision': 0.2467948717948718, 'recall': 0.7857142857142857, 'f1_score': 0.37560975609756103}, ROC AUC: 0.9405708787454206

Round 1: Metrics: {'accuracy': 0.9893262174783188, 'precision': 0.11940298507462686, 'recall': 0.8163265306122449, 'f1_score': 0.20833333333333331}, ROC AUC: 0.9705078640910499

Round 2: Metrics: {'accuracy': 0.991309996137776, 'precision': 0.14742451154529307, 'recall': 0.8469387755102041, 'f1_score': 0.25113464447806355}, ROC AUC: 0.9645940941795963

Round 3: Metrics: {'accuracy': 0.9955057757803448, 'precision': 0.2467948717948718, 'recall': 0.7857142857142857, 'f1_score': 0.37560975609756103}, ROC AUC: 0.9405708787454206

Round 4: Metrics: {'accuracy': 0.9956637758505671, 'precision': 0.2508361204013378, 'recall': 0.7653061224489796, 'f1_score': 0.37783375314861467}, ROC AUC: 0.943773023066852

Round 1: Metrics: {'accuracy': 0.9893262174783188, 'precision': 0.11940298507462686, 'recall': 0.8163265306122449, 'f1_score': 0.20833333333333331}, ROC AUC: 0.9705078640910499

Round 2: Metrics: {'accuracy': 0.991309996137776, 'precision': 0.14742451154529307, 'recall': 0.8469387755102041, 'f1_score': 0.25113464447806355}, ROC AUC: 0.9645940941795963

Round 3: Metrics: {'accuracy': 0.9955057757803448, 'precision': 0.2467948717948718, 'recall': 0.7857142857142857, 'f1_score': 0.37560975609756103}, ROC AUC: 0.9405708787454206

Round 4: Metrics: {'accuracy': 0.9956637758505671, 'precision': 0.2508361204013378, 'recall': 0.7653061224489796, 'f1_score': 0.37783375314861467}, ROC AUC: 0.943773023066852

Round 5: Metrics: {'accuracy': 0.9965942207085425, 'precision': 0.3064516129032258, 'recall': 0.7755102040816326, 'f1_score': 0.4393063583815029}, ROC AUC: 0.9644437174841799

Round 1: Metrics: {'accuracy': 0.995593553597135, 'precision': 0.24752475247524752, 'recall': 0.7653061224489796, 'f1_score': 0.374064837905237}, ROC AUC: 0.9316530741446832

Round 1: Metrics: {'accuracy': 0.995593553597135, 'precision': 0.24752475247524752, 'recall': 0.7653061224489796, 'f1_score': 0.374064837905237}, ROC AUC: 0.9316530741446832

Round 2: Metrics: {'accuracy': 0.9913275517011341, 'precision': 0.1501766784452297, 'recall': 0.8673469387755102, 'f1_score': 0.25602409638554224}, ROC AUC: 0.9251210191448554

Round 1: Metrics: {'accuracy': 0.995593553597135, 'precision': 0.24752475247524752, 'recall': 0.7653061224489796, 'f1_score': 0.374064837905237}, ROC AUC: 0.9316530741446832

Round 2: Metrics: {'accuracy': 0.9913275517011341, 'precision': 0.1501766784452297, 'recall': 0.8673469387755102, 'f1_score': 0.25602409638554224}, ROC AUC: 0.9251210191448554

Round 3: Metrics: {'accuracy': 0.978160879182613, 'precision': 0.06458966565349544, 'recall': 0.8673469387755102, 'f1_score': 0.12022630834512023}, ROC AUC: 0.9391580017628887

Round 1: Metrics: {'accuracy': 0.995593553597135, 'precision': 0.24752475247524752, 'recall': 0.7653061224489796, 'f1_score': 0.374064837905237}, ROC AUC: 0.9316530741446832

Round 2: Metrics: {'accuracy': 0.9913275517011341, 'precision': 0.1501766784452297, 'recall': 0.8673469387755102, 'f1_score': 0.25602409638554224}, ROC AUC: 0.9251210191448554

Round 3: Metrics: {'accuracy': 0.978160879182613, 'precision': 0.06458966565349544, 'recall': 0.8673469387755102, 'f1_score': 0.12022630834512023}, ROC AUC: 0.9391580017628887

Round 4: Metrics: {'accuracy': 0.9717882096836488, 'precision': 0.05062537224538416, 'recall': 0.8673469387755102, 'f1_score': 0.09566685424873382}, ROC AUC: 0.9354469453791645

Round 1: Metrics: {'accuracy': 0.995593553597135, 'precision': 0.24752475247524752, 'recall': 0.7653061224489796, 'f1_score': 0.374064837905237}, ROC AUC: 0.9316530741446832

Round 2: Metrics: {'accuracy': 0.9913275517011341, 'precision': 0.1501766784452297, 'recall': 0.8673469387755102, 'f1_score': 0.25602409638554224}, ROC AUC: 0.9251210191448554

Round 3: Metrics: {'accuracy': 0.978160879182613, 'precision': 0.06458966565349544, 'recall': 0.8673469387755102, 'f1_score': 0.12022630834512023}, ROC AUC: 0.9391580017628887

Round 4: Metrics: {'accuracy': 0.9717882096836488, 'precision': 0.05062537224538416, 'recall': 0.8673469387755102, 'f1_score': 0.09566685424873382}, ROC AUC: 0.9354469453791645

Round 5: Metrics: {'accuracy': 0.9758435448193532, 'precision': 0.06172839506172839, 'recall': 0.9183673469387755, 'f1_score': 0.11568123393316194}, ROC AUC: 0.9348605121564664

Round 1: Metrics: {'accuracy': 0.9809697693198974, 'precision': 0.075, 'recall': 0.8877551020408163, 'f1_score': 0.1383147853736089}, ROC AUC: 0.9675915790486144

Round 1: Metrics: {'accuracy': 0.9809697693198974, 'precision': 0.075, 'recall': 0.8877551020408163, 'f1_score': 0.1383147853736089}, ROC AUC: 0.9675915790486144

Round 2: Metrics: {'accuracy': 0.9679259857448825, 'precision': 0.04571728849185497, 'recall': 0.8877551020408163, 'f1_score': 0.08695652173913045}, ROC AUC: 0.9651773870775097

